story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-2749,"""Mesos 0.22.1 cause marathon crashed""","""""""I use on marathon in docker, https://github.com/<USER>marathon docker build -t marathon-head .  when I run marathon in docker, it crased.  Stack: [0x00007fe1641c8000,0x00007fe1642c9000],  sp=0x00007fe1642c6b18,  free space=1018k Native frames: (J=compiled Java code, j=interpreted, Vv=VM code, C=native code) C  [libc.so.6+0x7b53c]  cfree+0x1c  Java frames: (J=compiled Java code, j=interpreted, Vv=VM code) j  org.apache.mesos.MesosSchedulerDriver.start()Lorg/apache/mesos/Protos$Status;+0 j  org.apache.mesos.MesosSchedulerDriver.run()Lorg/apache/mesos/Protos$Status;+1 j  <USER>marathon.MarathonSchedulerService$$anonfun$runDriver$1$$anonfun$apply$mcV$sp$1.apply(Lorg/apache/mesos/SchedulerDriver;)Lorg/apache/mesos/Protos$Status;+1 j  <USER>marathon.MarathonSchedulerService$$anonfun$runDriver$1$$anonfun$apply$mcV$sp$1.apply(Ljava/lang/Object;)Ljava/lang/Object;+5 j  scala.Option.foreach(Lscala/Function1;)V+12 j  <USER>marathon.MarathonSchedulerService$$anonfun$runDriver$1.apply$mcV$sp()V+15 j  <USER>marathon.MarathonSchedulerService$$anonfun$runDriver$1.apply()V+1 j  <USER>marathon.MarathonSchedulerService$$anonfun$runDriver$1.apply()Ljava/lang/Object;+1 j  scala.concurrent.impl.Future$PromiseCompletingRunnable.liftedTree1$1()Lscala/util/Try;+8 j  scala.concurrent.impl.Future$PromiseCompletingRunnable.run()V+5 j  java.util.concurrent.ThreadPoolExecutor.runWorker(Ljava/util/concurrent/ThreadPoolExecutor$Worker;)V+95 j  java.util.concurrent.ThreadPoolExecutor$Worker.run()V+5 j  java.lang.Thread.run()V+11 v  ~StubRoutines::call_stub  ========================= (gdb) where #0  0x0000003768e32625 in raise () from /lib64/libc.so.6 #1  0x0000003768e33e05 in abort () from /lib64/libc.so.6 #2  0x00007f42a227c509 in os::abort(bool) () from /home/test/jdk8/jre/lib/amd64/server/libjvm.so #3  0x00007f42a2424dd5 in VMError::report_and_die() () from /home/test/jdk8/jre/lib/amd64/server/libjvm.so #4  0x00007f42a2283a31 in JVM_handle_linux_signal () from /home/test/jdk8/jre/lib/amd64/se",2,6.75,0.69,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2748,"""/help generated links point to wrong URLs""","""""""As reported by <USER><<EMAIL>> (see also MESOS-329 and MESOS-913 for background):  {quote} In {{mesos/3rdparty/libprocess/src/help.cpp}} a markdown file is created, which is then converted to html through a javascript library   All endpoints point to {{/help/...}}, they need to work dynamically for reverse proxy to do its thing. {{/mesos/help}} works, and displays the endpoints, but they each need to go to their respective {{/help/...}} endpoint.   Note that this needs to work both for master, and for slaves. I think the route to slaves help is something like this: {{/mesos/slaves/20150518-210216-1695027628-5050-1366-S0/help}}, but please double check this. {quote}  The fix appears to be not too complex (as it would require to simply manipulate the generated URL) but a quick skim of the code would suggest that something more substantial may be desirable too.""""""",2,6.30,0.66,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2747,"""Add """"watch"""" to the state abstraction""","""""""Use case: Frameworks that intend to survive failover tend to implement leader election.  Adding the ability to listen for changes to a variable's value could be a first step towards reusable leader election libraries that don't depend on a particular backing store.  cc [~<USER>""""""",1,4.88,0.24,Backend,BACKLOG-MESOS-2015,0,,backlog
MESOS-2746,"""As a Framework User I want to be able to discover my Task's IP""","""""""The information exposed by the Framework via the {{WebUIUrl}} does not always resolves to a routable endpoint (eg, when the {{hostname}} is not publicly resolvable, or resolvable at all).  In order to facilitate service discovery (via, eg, Marathon UI) we want to add the information in {{FrameworksPid}} via the {{/state-summary}} endpoint.""""""",3,7.03,0.43,Backend,338,1,,done
MESOS-2745,"""Add 'Path' to stout's user guide ""","""""""stout's README does not yet include 'Path', we should fix that.""""""",13,5.83,0.63,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2744,"""MasterAuthorizationTest.SlaveRemoved is flaky""","""""""See (1) and (2), just executed in that order.  Results make for me - from a blackbox point of view - no sense at all. My two cents/theory - tests themselfs(t.i. the framework's they use) seem to affect each other.  Will file an issue in your JIRA. Pls provide info for access/handling your JIRA e.g. is this email as description enough information for your investigation?  (1)  joma@kopernikus-u:~/dev/programme/mesos/build/mesos/build$ make check GTEST_FILTER=""""""""MasterAuthorizationTest.SlaveRemoved"""""""" GTEST_REPEAT=1000 GTEST_BREAK_ON_FAILURE=1 ... Repeating all tests (iteration 1000) . . .  Note: Google Test filter = MasterAuthorizationTest.SlaveRemoved-DockerContainerizerTest.ROOT_DOCKER_Launch_Executor:DockerContainerizerTest.ROOT_DOCKER_Launch_Executor_Bridged:DockerContainerizerTest.ROOT_DOCKER_Launch:DockerContainerizerTest.ROOT_DOCKER_Kill:DockerContainerizerTest.ROOT_DOCKER_Usage:DockerContainerizerTest.ROOT_DOCKER_Update:DockerContainerizerTest.DISABLED_ROOT_DOCKER_Recover:DockerContainerizerTest.ROOT_DOCKER_SkipRecoverNonDocker:DockerContainerizerTest.ROOT_DOCKER_Logs:DockerContainerizerTest.ROOT_DOCKER_Default_CMD:DockerContainerizerTest.ROOT_DOCKER_Default_CMD_Override:DockerContainerizerTest.ROOT_DOCKER_Default_CMD_Args:DockerContainerizerTest.ROOT_DOCKER_SlaveRecoveryTaskContainer:DockerContainerizerTest.DISABLED_ROOT_DOCKER_SlaveRecoveryExecutorContainer:DockerContainerizerTest.ROOT_DOCKER_PortMapping:DockerContainerizerTest.ROOT_DOCKER_LaunchSandboxWithColon:DockerContainerizerTest.ROOT_DOCKER_DestroyWhileFetching:DockerContainerizerTest.ROOT_DOCKER_Destr o yWhilePulling:DockerTest.ROOT_DOCKER_interface:DockerTest.ROOT_DOCKER_CheckCommandWithShell:DockerTest.ROOT_DOCKER_CheckPortResource:DockerTest.ROOT_DOCKER_CancelPull:CpuIsolatorTest/1.UserCpuUsage:CpuIsolatorTest/1.SystemCpuUsage:LimitedCpuIsolatorTest.ROOT_CGROUPS_Cfs:LimitedCpuIsolatorTest.ROOT_CGROUPS_Cfs_Big_Quota:MemIsolatorTest/0.MemUsage:MemIsolatorTest/1.MemUsage:MemIsolatorTest/2.MemUsa",13,6.15,0.78,Testing,BACKLOG-MESOS-2015,1,,done
MESOS-2743,"""Include ExecutorInfos for custom executors in master/state.json""","""""""The slave/state.json already reports executorInfos: https://github.com/apache/mesos/blob/0.22.1/src/slave/http.cpp#L215-219  Would be great to see this in the master/state.json as well, so external tools don't have to query each slave to find out executor resources, sandbox directories, etc.""""""",3,6.70,0.81,Database,450,1,,done
MESOS-2742,"""Draft design doc on global resources.""",,5,5.78,0.84,Backend,426,1,,done
MESOS-2741,"""Exposing Resources along with ResourceStatistics from resource monitor""","""""""Right now, the resource monitor returns a Usage which contains ContainerId, ExecutorInfo and ResourceStatistics. In order for resource estimator/qos controller to calculate usage slack, or tell if a container is using revokable resources or not, we need to expose the Resources that are currently assigned to the container.  This requires us the change the containerizer interface to get the Resources as well while calling 'usage()'.""""""",5,5.95,0.73,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2740,"""Remove dynamic allocation from Stout Result<T>""","""""""Follow the changes we made to Option<T> and remove the dynamic allocations from Result<T>. One possible way to do this is to to leverage the implementation of unrestricted union in Option<T> and/or Try<T>.""""""",13,6.33,0.58,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2739,"""Remove dynamic allocation from Stout Try<T>""","""""""Follow the changes we made to Option<T> and remove the dynamic allocations from Try<T>. One possible way to do this is to aggregate an Option<T> to leverage that implementation of unrestricted union.""""""",13,6.33,0.58,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2738,"""Reported used resources for tasks in frameworks do not match slave tally""","""""""[~<USER> recently observed that according to the master's and the slave's state.json summing up the resources allocated to tasks from different frameworks on a slave does not always match the total that is reported for the slave. The latter number is sometimes higher.  It would be desirable for tools that display allocation statistics to find balanced tallies. """"""",3,5.95,0.45,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2737,"""Add documentation for maintainers.""","""""""In order to scale the number of committers in the project, we proposed the concept of maintainers here:  http://markmail.org/thread/cjmdn3d7qfzbxhpm  To follow up on that proposal, we'll need some documentation to capture the concept of maintainers. Both how contributors can benefit from maintainer feedback and the expectations of """"""""maintainer-ship"""""""".  In order to not enforce an excessive amount of process, maintainers will initially only serve as an encouraged means to help contributors find reviewers and get meaningful feedback.""""""",3,4.56,0.33,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2736,"""Upgrade the design of MasterInfo""","""""""Currently, the {{MasterInfo}} PB only supports an {{ip}} field as an {{int32}}.  Beyond making it harder (and opaque; open to subtle bugs) for languages other than C/C++ to decode into an IPv4 octets, this does not allow Mesos to support IPv6 Master nodes.  We should consider ways to upgrade it in ways that permit us to support both IPv4 / IPv6 nodes, and, possibly, in a way that makes it easy for languages such as Java/Python that already have PB support, so could easily deserialize this information.  See also MESOS-2709 for more info.""""""",3,6.65,0.74,DevOps,444,1,,done
MESOS-2735,"""Change the interaction between the slave and the resource estimator from polling to pushing ""","""""""This will make the semantics more clear. The resource estimator can control the speed of sending resources estimation to the slave.  To avoid cyclic dependency, slave will register a callback with the resource estimator and the resource estimator will simply invoke that callback when there's a new estimation ready. The callback will be a defer to the slave's main event queue.""""""",3,6.40,0.70,Backend,454,1,,done
MESOS-2734,"""Update allocator to allocate revocable resources""","""""""The simplest way to add support for oversubscribed resources to the allocator is to simply add them to the already existing 'Slave.total' and 'Slave.available' variables. It is easy to distinguish the revocable resources by doing a .revocable() filter.    """"""",5,6.43,0.70,Backend,454,1,,done
MESOS-2733,"""Update master to handle oversubscribed resource estimate from the slave""","""""""Whenever the master gets a new oversubscribed resources estimate from the slave, it should rescind any outstanding revocable offers (with oversubscribed resources) from that slave. It should then call the allocator to update the oversubscribed resources.""""""",3,6.33,0.58,Backend,451,1,,done
MESOS-2730,"""Add a new API call to the allocator to update oversubscribed resources""","""""""This tracks just the work of adding the API call to the allocator interface.  Master makes this call on the allocator whenever it gets a new oversubscribed resources estimate from the slave.""""""",2,6.33,0.58,Backend,454,1,,done
MESOS-2729,"""Update DRF sorter to update total resources""","""""""DRF sorter currently keeps track of allocated resources and total resources, but there is no way to update the total resources. For oversubscription, we need the ability to update total resources because total oversubscribed resources change overtime.""""""",2,6.65,0.88,Backend,454,1,,done
MESOS-2727,"""0.23.0 Release""","""""""Please add links to Epics and Major features this release is """"""""blocked by"""""""".  Check out the [Mesos 0.23 Release Dashboard|https://issues.apache.org/jira/secure/Dashboard.jspa?selectPageId=12326227]  We can also track release management tasks as subtasks of this 0.23 Epic.""""""",13,6.55,0.81,DevOps,444,1,,done
MESOS-2726,"""Add support for enabling network namespace without enabling the network isolator""","""""""Following the discussion Kapil started, it is currently not possible to enable the linux network namespace for a container without enabling the network isolator (which requires certain kernel capabilities and dependencies). Following the pattern of enabling pid namespaces (--isolation=""""""""namespaces/pid""""""""). One possible solution could be to add another one for network i.e. """"""""namespaces/network"""""""".  """"""",13,4.95,0.54,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2725,"""undocumented how to enable pid namespace isolation and shared filesystem isolation""","""""""http://mesos.apache.org/documentation/latest/mesos-containerizer/ doesn't actually mention how to enable shared filesystem- and pid namespace isolation.  I'll suggest adding something like: """"""""To enable the Shared Filesystem isolator, append filesystem/shared to the --isolation flag when starting the slave.""""""""  .. and: """"""""To enable the Pid Namespace isolator, append namespaces/pid to the --isolation flag when starting the slave.""""""""""""""",1,4.55,0.21,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2724,"""Support running custom commands on slaves when launching a docker container""","""""""We use mesos + marathon to build our Paas platform. We meet a problem We want to execute some command after the docker container started. such as we want change the cgroup setting. We know We can execute some command in the  docker container, but we want execute command in the host machine. Anyone know how to implement it or any good idea?     Thanks""""""",1,5.60,0.50,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2723,"""The mesos-execute tool does not support zk:// master URLs""","""""""It appears that the {{mesos-execute}} command line tool does it's own PID validation of the {{--master}} param which prevents it from supporting clusters managed with ZooKeeper.""""""",1,6.85,0.72,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2722,"""Create access to the Mesos """"state abstraction"""" that does not require linking with libmesos""","""""""See """"""""src/state/state.hpp"""""""" and """"""""src/java/src/org/apache/mesos/state/*.java"""""""" for what the """"""""state abstraction"""""""" is.  With the new HTTP API (see MESOS-2288, MESOS-2289), there will be no need to link to libmesos to a framework for it to communicate with a Mesos master. However, if a framework uses the Mesos """"""""state abstraction"""""""", either directly in C++ or through other language bindings (e.g., Java), it still needs to link with libmesos. So, in order to achieve libmesos-free frameworks that can leverage all APIs Mesos has to offer, we need a different way to access the """"""""state abstraction"""""""".   ---  One approach is to provide an HTTP API for state queries that get routed through the Mesos master, which relays them by making calls into libmesos. Details TBD, including how separate this will be from the general HTTP API. """"""",13,5.10,0.40,DevOps,BACKLOG-MESOS-2015,1,,done
